TIME,TARGET,PACKET,CCSDS_STREAMID,CCSDS_SEQUENCE,CCSDS_LENGTH,CCSDS_SECONDS,CCSDS_MIRCOSECS,SCRIPT,ALIVE,STATUS,PACKET_TIMESECONDS,PACKET_TIMEFORMATTED,RECEIVED_TIMESECONDS,RECEIVED_TIMEFORMATTED,RECEIVED_COUNT,PACKET_TIME
2023-08-12T21:53:30.009Z,SCRIPT,STATUS,3200,49235,263,1691877210,2.29664146900177,/tmp/fsw/ironbank/run/krautsat_0.lua,1,1,1691877210.0098639,2023/08/12 21:53:30.009,1691899131.4233134,2023/08/13 03:58:51.423,190,2023-08-12 21:53:30 +0000
2023-08-12T22:10:30.006Z,SCRIPT,STATUS,3200,49236,263,1691878230,1.5927944332361221,/tmp/fsw/ironbank/run/krautsat_0.lua,0,0,1691878230.0068412,2023/08/12 22:10:30.006,1691899131.4270594,2023/08/13 03:58:51.427,191,2023-08-12 22:10:30 +0000
2023-08-12T22:10:30.009Z,SCRIPT,STATUS,3200,49237,263,1691878230,2.2882595658302307,/tmp/fsw/ironbank/run/krautsat_0.lua,1,1,1691878230.009828,2023/08/12 22:10:30.009,1691899131.4290843,2023/08/13 03:58:51.429,192,2023-08-12 22:10:30 +0000
2023-08-12T22:12:00.007Z,SCRIPT,STATUS,3200,49238,263,1691878320,1.7094425857067108,/tmp/fsw/ironbank/run/krautsat_0.lua,0,0,1691878320.007342,2023/08/12 22:12:00.007,1691899131.4313164,2023/08/13 03:58:51.431,193,2023-08-12 22:12:00 +0000
2023-08-12T22:12:00.007Z,SCRIPT,STATUS,3200,49239,263,1691878320,1.7862766981124878,,0,4,1691878320.007672,2023/08/12 22:12:00.007,1691899131.4321122,2023/08/13 03:58:51.432,194,2023-08-12 22:12:00 +0000
2023-08-12T22:12:00.008Z,SCRIPT,STATUS,3200,49240,263,1691878320,1.9730068743228912,/tmp/fsw/ironbank/run/krautsat_0.lua,1,1,1691878320.008474,2023/08/12 22:12:00.008,1691899131.4333782,2023/08/13 03:58:51.433,195,2023-08-12 22:12:00 +0000
2023-08-12T22:14:00.006Z,SCRIPT,STATUS,3200,49241,263,1691878440,1.6009435057640076,/tmp/fsw/ironbank/run/krautsat_0.lua,0,0,1691878440.006876,2023/08/12 22:14:00.006,1691899131.434586,2023/08/13 03:58:51.434,196,2023-08-12 22:14:00 +0000
2023-08-12T22:14:00.009Z,SCRIPT,STATUS,3200,49242,263,1691878440,2.3012980818748474,/tmp/fsw/ironbank/run/krautsat_0.lua,1,1,1691878440.0098839,2023/08/12 22:14:00.009,1691899131.4371479,2023/08/13 03:58:51.437,197,2023-08-12 22:14:00 +0000
2023-08-12T22:23:05.006Z,SCRIPT,STATUS,3200,49243,263,1691878985,1.6004778444766998,/tmp/fsw/ironbank/run/mhackeroni_0.lua,0,0,1691878985.006874,2023/08/12 22:23:05.006,1691899020.3613641,2023/08/13 03:57:00.361,103,2023-08-12 22:23:05 +0000
2023-08-12T22:23:05.009Z,SCRIPT,STATUS,3200,49244,263,1691878985,2.2493768483400345,/tmp/fsw/ironbank/run/mhackeroni_0.lua,1,1,1691878985.009661,2023/08/12 22:23:05.009,1691899020.362505,2023/08/13 03:57:00.362,104,2023-08-12 22:23:05 +0000
2023-08-12T22:40:07.006Z,SCRIPT,STATUS,3200,49245,263,1691880007,1.4891847968101501,/tmp/fsw/ironbank/run/mhackeroni_1.lua,0,0,1691880007.0063958,2023/08/12 22:40:07.006,1691899020.3635988,2023/08/13 03:57:00.363,105,2023-08-12 22:40:07 +0000
2023-08-12T22:40:07.009Z,SCRIPT,STATUS,3200,49246,263,1691880007,2.178829163312912,/tmp/fsw/ironbank/run/mhackeroni_1.lua,1,1,1691880007.0093582,2023/08/12 22:40:07.009,1691899020.3651915,2023/08/13 03:57:00.365,106,2023-08-12 22:40:07 +0000
2023-08-12T23:12:22.006Z,SCRIPT,STATUS,3200,49247,263,1691881942,1.4847610145807266,/tmp/fsw/ironbank/run/poland_0.lua,0,0,1691881942.006377,2023/08/12 23:12:22.006,1691899116.31525,2023/08/13 03:58:36.315,141,2023-08-12 23:12:22 +0000
2023-08-12T23:12:22.009Z,SCRIPT,STATUS,3200,49248,263,1691881942,2.112705260515213,/tmp/fsw/ironbank/run/poland_0.lua,1,1,1691881942.009074,2023/08/12 23:12:22.009,1691899116.3166811,2023/08/13 03:58:36.316,142,2023-08-12 23:12:22 +0000
2023-08-12T23:13:22.006Z,SCRIPT,STATUS,3200,49249,263,1691882002,1.4831312000751495,/tmp/fsw/ironbank/run/poland_1.lua,0,0,1691882002.00637,2023/08/12 23:13:22.006,1691899116.317923,2023/08/13 03:58:36.317,143,2023-08-12 23:13:22 +0000
2023-08-12T23:13:22.009Z,SCRIPT,STATUS,3200,49250,263,1691882002,2.1387822926044464,/tmp/fsw/ironbank/run/poland_1.lua,1,1,1691882002.009186,2023/08/12 23:13:22.009,1691899116.319198,2023/08/13 03:58:36.319,144,2023-08-12 23:13:22 +0000
2023-08-12T23:15:22.006Z,SCRIPT,STATUS,3200,49251,263,1691882122,1.487787812948227,/tmp/fsw/ironbank/run/poland_0.lua,0,0,1691882122.00639,2023/08/12 23:15:22.006,1691899116.3205225,2023/08/13 03:58:36.320,145,2023-08-12 23:15:22 +0000
2023-08-12T23:15:22.009Z,SCRIPT,STATUS,3200,49252,263,1691882122,2.1525193005800247,/tmp/fsw/ironbank/run/poland_0.lua,1,1,1691882122.009245,2023/08/12 23:15:22.009,1691899116.321516,2023/08/13 03:58:36.321,146,2023-08-12 23:15:22 +0000
2023-08-12T23:20:22.006Z,SCRIPT,STATUS,3200,49253,263,1691882422,1.5350524336099625,/tmp/fsw/ironbank/run/poland_1.lua,0,0,1691882422.006593,2023/08/12 23:20:22.006,1691899116.32254,2023/08/13 03:58:36.322,147,2023-08-12 23:20:22 +0000
2023-08-12T23:20:22.009Z,SCRIPT,STATUS,3200,49254,263,1691882422,2.1904706954956055,/tmp/fsw/ironbank/run/poland_1.lua,1,1,1691882422.009408,2023/08/12 23:20:22.009,1691899116.323553,2023/08/13 03:58:36.323,148,2023-08-12 23:20:22 +0000
2023-08-13T00:12:45.006Z,SCRIPT,STATUS,3200,49255,263,1691885565,1.5476252883672714,/tmp/fsw/ironbank/run/spacebitsrus_0.lua,0,0,1691885565.006647,2023/08/13 00:12:45.006,1691899101.6411,2023/08/13 03:58:21.641,121,2023-08-13 00:12:45 +0000
2023-08-13T00:12:45.009Z,SCRIPT,STATUS,3200,49256,263,1691885565,2.232147380709648,/tmp/fsw/ironbank/run/spacebitsrus_0.lua,1,1,1691885565.009587,2023/08/13 00:12:45.009,1691899101.6428323,2023/08/13 03:58:21.642,122,2023-08-13 00:12:45 +0000
2023-08-13T00:41:22.006Z,SCRIPT,STATUS,3200,49257,263,1691887282,1.4924444258213043,/tmp/fsw/ironbank/run/spacebitsrus_1.lua,0,0,1691887282.00641,2023/08/13 00:41:22.006,1691899101.6444876,2023/08/13 03:58:21.644,123,2023-08-13 00:41:22 +0000
2023-08-13T00:41:22.009Z,SCRIPT,STATUS,3200,49258,263,1691887282,2.1543819457292557,/tmp/fsw/ironbank/run/spacebitsrus_1.lua,1,1,1691887282.009253,2023/08/13 00:41:22.009,1691899101.645592,2023/08/13 03:58:21.645,124,2023-08-13 00:41:22 +0000
2023-08-13T00:43:22.006Z,SCRIPT,STATUS,3200,49259,263,1691887402,1.5026889741420746,/tmp/fsw/ironbank/run/spacebitsrus_2.lua,0,0,1691887402.006454,2023/08/13 00:43:22.006,1691899101.6465983,2023/08/13 03:58:21.646,125,2023-08-13 00:43:22 +0000
2023-08-13T00:43:22.009Z,SCRIPT,STATUS,3200,49260,263,1691887402,2.1902378648519516,/tmp/fsw/ironbank/run/spacebitsrus_2.lua,1,1,1691887402.009407,2023/08/13 00:43:22.009,1691899101.6476526,2023/08/13 03:58:21.647,126,2023-08-13 00:43:22 +0000
2023-08-13T02:48:24.030Z,SCRIPT,STATUS,3200,49153,263,1691894904,7.023336365818977,/tmp/fsw/ironbank/run/jmp_0.lua,0,0,1691894904.030165,2023/08/13 02:48:24.030,1691899106.6895683,2023/08/13 03:58:26.689,127,2023-08-13 02:48:24 +0000
2023-08-13T02:48:24.032Z,SCRIPT,STATUS,3200,49154,263,1691894904,7.628928869962692,/tmp/fsw/ironbank/run/jmp_0.lua,1,1,1691894904.0327659,2023/08/13 02:48:24.032,1691899106.6909113,2023/08/13 03:58:26.690,128,2023-08-13 02:48:24 +0000
2023-08-13T02:49:57.029Z,SCRIPT,STATUS,3200,49155,263,1691894997,6.803078576922417,/tmp/fsw/ironbank/run/jmp_1.lua,0,0,1691894997.0292192,2023/08/13 02:49:57.029,1691899106.6920059,2023/08/13 03:58:26.692,129,2023-08-13 02:49:57 +0000
2023-08-13T02:49:57.031Z,SCRIPT,STATUS,3200,49156,263,1691894997,7.434515282511711,/tmp/fsw/ironbank/run/jmp_1.lua,1,1,1691894997.031931,2023/08/13 02:49:57.031,1691899106.6930146,2023/08/13 03:58:26.693,130,2023-08-13 02:49:57 +0000
2023-08-13T02:50:51.029Z,SCRIPT,STATUS,3200,49157,263,1691895051,6.810296326875687,/tmp/fsw/ironbank/run/jmp_2.lua,0,0,1691895051.0292501,2023/08/13 02:50:51.029,1691899106.6940372,2023/08/13 03:58:26.694,131,2023-08-13 02:50:51 +0000
2023-08-13T02:50:51.032Z,SCRIPT,STATUS,3200,49158,263,1691895051,7.4570998549461365,/tmp/fsw/ironbank/run/jmp_2.lua,1,1,1691895051.032028,2023/08/13 02:50:51.032,1691899106.6950784,2023/08/13 03:58:26.695,132,2023-08-13 02:50:51 +0000
2023-08-13T03:01:00.029Z,SCRIPT,STATUS,3200,49159,263,1691895660,6.848247721791267,/tmp/fsw/ironbank/run/poland_0.lua,0,0,1691895660.0294132,2023/08/13 03:01:00.029,1691899029.9617114,2023/08/13 03:57:09.961,111,2023-08-13 03:01:00 +0000
2023-08-13T03:01:00.032Z,SCRIPT,STATUS,3200,49160,263,1691895660,7.509952411055565,/tmp/fsw/ironbank/run/poland_0.lua,1,1,1691895660.032255,2023/08/13 03:01:00.032,1691899029.965725,2023/08/13 03:57:09.965,112,2023-08-13 03:01:00 +0000
2023-08-13T03:05:00.029Z,SCRIPT,STATUS,3200,49161,263,1691895900,6.810296326875687,/tmp/fsw/ironbank/run/poland_1.lua,0,0,1691895900.0292501,2023/08/13 03:05:00.029,1691899029.9682517,2023/08/13 03:57:09.968,113,2023-08-13 03:05:00 +0000
2023-08-13T03:05:00.032Z,SCRIPT,STATUS,3200,49162,263,1691895900,7.520662620663643,/tmp/fsw/ironbank/run/poland_1.lua,1,1,1691895900.032301,2023/08/13 03:05:00.032,1691899029.969551,2023/08/13 03:57:09.969,114,2023-08-13 03:05:00 +0000
2023-08-13T03:12:19.029Z,SCRIPT,STATUS,3200,49163,263,1691896339,6.814254447817802,/tmp/fsw/ironbank/run/spacebitsrus_0.lua,0,0,1691896339.0292668,2023/08/13 03:12:19.029,1691899015.3107812,2023/08/13 03:56:55.310,99,2023-08-13 03:12:19 +0000
2023-08-13T03:12:19.031Z,SCRIPT,STATUS,3200,49164,263,1691896339,7.431022822856903,/tmp/fsw/ironbank/run/spacebitsrus_0.lua,1,1,1691896339.0319161,2023/08/13 03:12:19.031,1691899015.3118994,2023/08/13 03:56:55.311,100,2023-08-13 03:12:19 +0000
2023-08-13T03:18:09.029Z,SCRIPT,STATUS,3200,49165,263,1691896689,6.846152245998383,/tmp/fsw/ironbank/run/spacebitsrus_1.lua,0,0,1691896689.029404,2023/08/13 03:18:09.029,1691899015.3130352,2023/08/13 03:56:55.313,101,2023-08-13 03:18:09 +0000
2023-08-13T03:18:09.032Z,SCRIPT,STATUS,3200,49166,263,1691896689,7.510185241699219,/tmp/fsw/ironbank/run/spacebitsrus_1.lua,1,1,1691896689.032256,2023/08/13 03:18:09.032,1691899015.3140962,2023/08/13 03:56:55.314,102,2023-08-13 03:18:09 +0000
2023-08-13T03:24:34.029Z,SCRIPT,STATUS,3200,49167,263,1691897074,6.840797141194344,/tmp/fsw/ironbank/run/krautsat_1.lua,0,0,1691897074.029381,2023/08/13 03:24:34.029,1691899126.4299645,2023/08/13 03:58:46.429,163,2023-08-13 03:24:34 +0000
2023-08-13T03:24:34.032Z,SCRIPT,STATUS,3200,49168,263,1691897074,7.471535354852676,/tmp/fsw/ironbank/run/krautsat_1.lua,1,1,1691897074.0320902,2023/08/13 03:24:34.032,1691899126.4310393,2023/08/13 03:58:46.431,164,2023-08-13 03:24:34 +0000
2023-08-13T03:24:59.029Z,SCRIPT,STATUS,3200,49169,263,1691897099,6.865477189421654,/tmp/fsw/ironbank/run/krautsat_2.lua,0,0,1691897099.0294871,2023/08/13 03:24:59.029,1691899126.4349012,2023/08/13 03:58:46.434,165,2023-08-13 03:24:59 +0000
2023-08-13T03:24:59.032Z,SCRIPT,STATUS,3200,49170,263,1691897099,7.553957402706146,/tmp/fsw/ironbank/run/krautsat_2.lua,1,1,1691897099.032444,2023/08/13 03:24:59.032,1691899126.43635,2023/08/13 03:58:46.436,166,2023-08-13 03:24:59 +0000
2023-08-13T03:25:49.029Z,SCRIPT,STATUS,3200,49171,263,1691897149,6.797024980187416,/tmp/fsw/ironbank/run/krautsat_1.lua,0,0,1691897149.029193,2023/08/13 03:25:49.029,1691899126.4381351,2023/08/13 03:58:46.438,167,2023-08-13 03:25:49 +0000
2023-08-13T03:25:49.031Z,SCRIPT,STATUS,3200,49172,263,1691897149,7.449649274349213,/tmp/fsw/ironbank/run/krautsat_1.lua,1,1,1691897149.031996,2023/08/13 03:25:49.031,1691899126.439194,2023/08/13 03:58:46.439,168,2023-08-13 03:25:49 +0000
2023-08-13T03:25:59.029Z,SCRIPT,STATUS,3200,49173,263,1691897159,6.801215931773186,/tmp/fsw/ironbank/run/krautsat_2.lua,0,0,1691897159.0292108,2023/08/13 03:25:59.029,1691899126.440223,2023/08/13 03:58:46.440,169,2023-08-13 03:25:59 +0000
2023-08-13T03:25:59.032Z,SCRIPT,STATUS,3200,49174,263,1691897159,7.470836862921715,/tmp/fsw/ironbank/run/krautsat_2.lua,1,1,1691897159.032087,2023/08/13 03:25:59.032,1691899126.4412987,2023/08/13 03:58:46.441,170,2023-08-13 03:25:59 +0000
2023-08-13T03:26:49.029Z,SCRIPT,STATUS,3200,49175,263,1691897209,6.77863135933876,/tmp/fsw/ironbank/run/krautsat_1.lua,0,0,1691897209.029114,2023/08/13 03:26:49.029,1691899126.4423025,2023/08/13 03:58:46.442,171,2023-08-13 03:26:49 +0000
2023-08-13T03:26:49.032Z,SCRIPT,STATUS,3200,49176,263,1691897209,7.456401363015175,/tmp/fsw/ironbank/run/krautsat_1.lua,1,1,1691897209.032025,2023/08/13 03:26:49.032,1691899126.4433854,2023/08/13 03:58:46.443,172,2023-08-13 03:26:49 +0000
2023-08-13T03:26:59.029Z,SCRIPT,STATUS,3200,49177,263,1691897219,6.82612881064415,/tmp/fsw/ironbank/run/krautsat_2.lua,0,0,1691897219.0293179,2023/08/13 03:26:59.029,1691899126.4453943,2023/08/13 03:58:46.445,173,2023-08-13 03:26:59 +0000
2023-08-13T03:26:59.032Z,SCRIPT,STATUS,3200,49178,263,1691897219,7.5178686529397964,/tmp/fsw/ironbank/run/krautsat_2.lua,1,1,1691897219.032289,2023/08/13 03:26:59.032,1691899126.446819,2023/08/13 03:58:46.446,174,2023-08-13 03:26:59 +0000
2023-08-13T03:27:59.029Z,SCRIPT,STATUS,3200,49179,263,1691897279,6.803544238209724,/tmp/fsw/ironbank/run/krautsat_2.lua,0,0,1691897279.029221,2023/08/13 03:27:59.029,1691899126.4480772,2023/08/13 03:58:46.448,175,2023-08-13 03:27:59 +0000
2023-08-13T03:27:59.031Z,SCRIPT,STATUS,3200,49180,263,1691897279,7.4177514761686325,/tmp/fsw/ironbank/run/krautsat_2.lua,1,1,1691897279.031859,2023/08/13 03:27:59.031,1691899126.449677,2023/08/13 03:58:46.449,176,2023-08-13 03:27:59 +0000
2023-08-13T03:29:19.029Z,SCRIPT,STATUS,3200,49181,263,1691897359,6.838236004114151,/tmp/fsw/ironbank/run/krautsat_0.lua,0,0,1691897359.02937,2023/08/13 03:29:19.029,1691899126.4504538,2023/08/13 03:58:46.450,177,2023-08-13 03:29:19 +0000
2023-08-13T03:29:19.032Z,SCRIPT,STATUS,3200,49182,263,1691897359,7.511582225561142,/tmp/fsw/ironbank/run/krautsat_0.lua,1,1,1691897359.0322618,2023/08/13 03:29:19.032,1691899126.451646,2023/08/13 03:58:46.451,178,2023-08-13 03:29:19 +0000
2023-08-13T03:38:35.029Z,SCRIPT,STATUS,3200,49183,263,1691897915,6.949063390493393,/tmp/fsw/ironbank/run/mhackeroni_0.lua,0,0,1691897915.029846,2023/08/13 03:38:35.029,1691899010.4529126,2023/08/13 03:56:50.452,96,2023-08-13 03:38:35 +0000
2023-08-13T03:38:35.030Z,SCRIPT,STATUS,3200,49184,263,1691897915,6.988411769270897,,0,4,1691897915.030015,2023/08/13 03:38:35.030,1691899010.4540982,2023/08/13 03:56:50.454,97,2023-08-13 03:38:35 +0000
2023-08-13T03:38:35.030Z,SCRIPT,STATUS,3200,49185,263,1691897915,7.162569090723991,/tmp/fsw/ironbank/run/mhackeroni_0.lua,1,1,1691897915.030763,2023/08/13 03:38:35.030,1691899010.4563541,2023/08/13 03:56:50.456,98,2023-08-13 03:38:35 +0000
